id,index,toxic_sentence,neutral_sentence,lang,content_score,toxic_pairwise_score,toxic_fluency,neutral_fluency,fluency_score
ZhongyuLuo_1736_zh,1736,实话实说，这小黑孩的照片我居然感觉有些惊悚,说实话，这个黑人小孩子的照片其实感觉有点恐怖,zh,1,1.0,0.5,1.0,1
ZhongyuLuo_1764_zh,1764,哪来的通讯录怪物,地址簿从哪里来？,zh,0,1.0,0.5,0.5,1
ZhongyuLuo_1765_zh,1765,更何况你鬼母阿娜本身就是个二年级辍学的屑,更何况，你的鬼妈妈安娜是二年级的辍学生。,zh,1,1.0,0.5,0.5,1
ZhongyuLuo_1774_zh,1774,男同喜欢封面上的那种?,男同性恋者喜欢封面上的那个吗？,zh,1,0.5,0.5,1.0,1
ZhongyuLuo_1778_zh,1778,喂喂喂？基佬还能讲话吗,嘿嘿嘿？ 同性恋还能说话吗？,zh,1,1.0,0.5,0.5,1
ZhongyuLuo_1788_zh,1788,纯黑都能在中国找到女人，混黑还会找不到？黑皮只会越来越多！！,纯种的人在中国可以找到女人，但混血的黑人却找不到,zh,0,1.0,0.5,0.5,1
ZhongyuLuo_1789_zh,1789,这张动态图简直把虫类及其它们后代的智商表现淋漓尽致,这幅动态的画面完美地表现了昆虫及其后代的聪明才智。,zh,0,1.0,0.5,1.0,1
ZhongyuLuo_1791_zh,1791,因为丈夫（未婚夫），公婆是真正受压迫者。那些中老年断子老苟内心巴不得这种状况愈演愈烈，它们好作威作福，充分体会欺负人的乐趣，所以它们是网络女拳的主力军,因为丈夫（未婚夫），公公婆婆才是,zh,0,1.0,0.5,0.5,1
ZhongyuLuo_1794_zh,1794,好家伙，整活老哥把女拳的活性转然后买抖+推给女拳粉丝炸鱼,好家伙，让我把女拳的活动扭转一下，然后买下来,zh,0,1.0,0.5,0.5,1
ZhongyuLuo_1799_zh,1799,我们的妇女同志对外民族的包容程度已经达到人类进化史的巅峰，想必用不多久，全世界人民真的可以团结在一起呢,我们女同志对异族的宽容已经达到了人类进化的顶峰。,zh,1,0.5,1.0,1.0,1
ZhongyuLuo_3030_en,3030,are they liars or just clueless ?,are they liars or just clueless?,en,1,0.5,0.5,0.5,1
ZhongyuLuo_3034_en,3034,"as someone from la and an oilfield worker , i still say this guy is a piece of shit .","as someone from la and an oilfield worker, i still say this guy is not",en,0,1.0,1.0,0.5,0
ZhongyuLuo_3042_en,3042,"calm the fuck down , cnn .","calm down, cnn.",en,1,1.0,0.5,1.0,1
ZhongyuLuo_3047_en,3047,cretins like this rarely care about facts .,People like this rarely care about facts.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3056_en,3056,do people actually believe this shit ? ? ?,do people actually believe this?,en,1,1.0,0.5,1.0,1
ZhongyuLuo_3062_en,3062,"dont you ever change one of my edits , or i will come to your house , and i will cut you .","dont you ever change one of my edits, or i will come to your house",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3069_en,3069,even bush knows he fucked up .,even bush knows that he messed up.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3080_en,3080,fuck popeyes for doing this in the first place .,I don't like popeyes for doing this in the first place.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3092_en,3092,getting stronger every month yeah i fucking wish .,getting stronger every month yeah i wish.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3122_en,3122,"holy shit , a cop got fired ? .","Oh my god, a cop got fired?",en,1,1.0,0.5,1.0,1
ZhongyuLuo_3131_en,3131,how the fuck do you manage that ? .,how do you manage that?.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3133_en,3133,how the fuck do you think people afford houses and cars ?,how do you think people afford houses and cars?,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3136_en,3136,i accidentally read the titling as laser machete and almost shit my pants .,i accidentally read the titling as laser machete and almost scared,en,0,1.0,1.0,0.5,0
ZhongyuLuo_3140_en,3140,i did not vandalize anything you dick .,I did not vandalize anything.,en,0,1.0,0.5,1.0,1
ZhongyuLuo_3149_en,3149,i have toilet paper to wipe my ass and no shortage of food .,i have toilet paper to wipe my behind and no shortage of food.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3154_en,3154,i mean it 's awesome that the pope is all cool like this and awesome and stuff but fucking seriously .,i mean it's awesome that the pope is all cool like this and awesome and,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3158_en,3158,"i sell quite a bit of shit on there , and paypal has actually helped me pay the bills .","i sell quite a bit of stuff on there, and paypal has actually helped me",en,1,1.0,1.0,0.5,0
ZhongyuLuo_3176_en,3176,it s a big deal because the school didn t give a shit until she was being bullied .,it's a big deal because the school didn't care until she was being bullied,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3183_en,3183,"judging by the shit i ve seen in my number years , number of those spent with george w .","judging by the things i ve seen in my number years, number of those spent",en,1,1.0,0.5,0.5,1
ZhongyuLuo_3186_en,3186,"last warning you fucking tosser , it takes meminutes to resolve a page so cunts like you can fuck wikipedia up","last warning you tosser, it takes meminutes to resolve a page so you",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3188_en,3188,"liar , liar pants on fire justin .","liar, liar pants on fire justin.",en,1,0.5,0.5,0.5,1
ZhongyuLuo_3203_en,3203,my thoughts are that our new guy might be an even bigger dirt bag .,my thoughts are that our new guy might be a even bigger dirt bag.,en,1,0.5,1.0,0.5,0
ZhongyuLuo_3207_en,3207,"no fucking way number bricks fits in a car , this is bs .","no way number bricks fits in a car, this is bs.",en,1,1.0,0.5,0.5,1
ZhongyuLuo_3214_en,3214,noones asking you to invade shit .,noones asking you to invade.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3222_en,3222,number will solve alot of fucking problems if it comes down to it .,number will solve alot of problems if it comes down to it.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3233_en,3233,"ouch man , them swedes were dicks to norway =\","Oh man, those swedes were not good to Norway.",en,1,1.0,0.5,1.0,1
ZhongyuLuo_3236_en,3236,people are idiots for wasting emergency call time on crap like this .,people are not wise for wasting emergency call time on stuff like this.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3246_en,3246,"quite a few saints are canonized because they opposed some idiot hierarch , even unto being killed , like st .","quite a few saints are canonized because they opposed some bad hierarch, even unto being",en,1,1.0,0.5,0.5,1
ZhongyuLuo_3247_en,3247,read your own fucking link .,Read your own link.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3249_en,3249,same crap going on in the pnw too .,same thing going on in the pnw too.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3264_en,3264,some poor guy robs a liquor store for $400 and goes to prison to get raped in the ass .,Some guy robs a liquor store for $400 and goes to prison to get raped,en,1,1.0,1.0,0.5,0
ZhongyuLuo_3265_en,3265,"someone says no , and they say fuck off we need vets only for free housing ? .","someone says no, and they say we need vets only for free housing?",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3269_en,3269,still standing up for your lying crazy leader who loves himself and nobody else .,still standing up for your lying leader who loves himself and nobody else.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3272_en,3272,sucked like nothings ever sucked before .,Sucked like never before.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3306_en,3306,their shit is cheap but its of such awful quality that you re better off getting the more expensive item .,their thing is cheap but its of such awful quality that you re better off getting the,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3311_en,3311,they need stop tratening people like morons .,they need stop tratening people.,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3313_en,3313,they re both fucked up .,they re both failed,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3317_en,3317,this guy is a total sellout with no brains for business and lacks the ability of forward thinking .,this guy lacks the knowledge for business and lacks the ability of forward thinking,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3319_en,3319,"this is a joke , are you all fucking retards ? .","This is a joke, are you all naive?",en,0,1.0,0.5,1.0,1
ZhongyuLuo_3323_en,3323,this is some twilight zone shit,This is some twilight zone.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3332_en,3332,this shit is overwhelming to think about .,This is too much to think about,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3363_en,3363,"whats the title of this report , no shit ? .",whats the title of this report?,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3372_en,3372,why the fuck does everyone hate syria so much ? .,why does everyone hate syria so much?.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3373_en,3373,why the fuck haven 't they condemned north korea ?,Why haven't they condemned north korea?,en,1,1.0,0.5,1.0,1
ZhongyuLuo_3377_en,3377,"yeah , comparitively fuck all because they have loads of offshore hidden bank accounts and smart accountants ? .","yeah, comparitively  all because they have loads of offshore hidden bank accounts and",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3379_en,3379,yeah they don t give a fuck .,yeah they don't care.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3380_en,3380,yeh well ban me fukkers fuck you morons,yeh well ban me,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3385_en,3385,you have got to be insane .,you have got to be insane,en,1,0.5,1.0,1.0,1
ZhongyuLuo_3399_en,3399,"Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.","Goths listen to Gothic rock, not to baby pop. If you want you can",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3400_en,3400,I hate free speech it is shit.,I hate free speech.,en,1,1.0,0.5,1.0,1
ZhongyuLuo_3406_en,3406,"Minority Breeder Breeder is a significant person and you went and deleted the page started for him, nice job dipshit.",Minority Breeder Breeder is a significant person and you went and deleted the page,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3408_en,3408,"This bot is seriously driving us crazy This image exists, I must kill it!","This bot is seriously driving us crazy This image exists, I must kill it!",en,1,0.5,0.5,0.5,1
ZhongyuLuo_3411_en,3411,Have you been fucking living under a rock?,Have you been living under a rock?,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3414_en,3414,"I will do Whatever i want and it is my right, what is both of yous Problem Asshole.","I will do whatever i want and it is my right, what is both of you",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3419_en,3419,How the hell are you going to block me from editting?,How are you going to block me from editting?,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3420_en,3420,WTF How The Fuck Does This Person Merit A Page On Wikipedia.,How Does This Person Merit A Page On Wikipedia.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3428_en,3428,"I'm retired, fuckers, leave me alone.","I'm retired, leave me alone.",en,1,1.0,1.0,1.0,1
ZhongyuLuo_3449_en,3449,"Please carry on, so everyone can see what an ignorant arse you are.",Please carry on so everyone can see how ignorant you are.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3450_en,3450,I drive a Subaru Legacy and I'm a conservative But I still think you're an idiot.,I drive a Subaru Legacy and I'm a conservative But I still think you're wrong,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3457_en,3457,"You're not an admin, so shut the fuck up faggot.","You're not an admin, so keep quiet.",en,1,1.0,0.5,1.0,1
ZhongyuLuo_3460_en,3460,"Yes, the wikipedia page, like I just mentioned, dumbass.","Yes, the wikipedia page, like I just mentioned",en,1,1.0,0.5,0.5,1
ZhongyuLuo_3479_en,3479,You amins are such bastards.,You are such bad people.,en,1,1.0,0.5,0.5,1
ZhongyuLuo_3485_en,3485,"Quit Defacing my user page, you ugly cunt.-",Quit Defacing my user page.,en,0,1.0,0.5,1.0,1
ZhongyuLuo_3500_en,3500,Randi was born a DICK.,Randi was born a bad person.,en,1,1.0,0.5,1.0,1
ZhongyuLuo_3502_en,3502,This is your last warning; stop being an asshole.,This is your last warning; stop being rude.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3507_en,3507,I am Nancy and I like to fuck up people's fun.,I am Nancy and I like to spoil people's fun.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3508_en,3508,"Heh, look, not EVERYTHING is on google. you are a dumbass.","look, not EVERYTHING is on google.",en,0,1.0,0.5,0.5,1
ZhongyuLuo_3518_en,3518,Thanks for being an ass when I tried to help.,Thanks for being bad when I tried to help.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3521_en,3521,"You're a fucking moron, go read the notability guidelines.",Go read the notability guidelines.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3535_en,3535,Some bubble tea for you! thanks ass hole,Some bubble tea for you! thanks,en,0,1.0,0.5,0.5,1
ZhongyuLuo_3536_en,3536,And your dumb people fell for his shenanigans.,And your people fell for his antics.,en,1,1.0,1.0,1.0,1
ZhongyuLuo_3564_en,3564,Did you know that you are an ugly piece of shit?,Did you know that you are not good?,en,0,1.0,1.0,1.0,1
ZhongyuLuo_3565_en,3565,Be careful who you call a moron.,Be careful who you call.,en,0,1.0,1.0,1.0,1
ZhongyuLuo_3574_en,3574,"Yeah, you can fuck off incel.","Yeah, you can go away incel.",en,1,1.0,1.0,1.0,1
ZhongyuLuo_3578_en,3578,"Stop defending pedophiles, faggot.",Stop defending pedophiles.,en,0,1.0,0.5,1.0,1
ZhongyuLuo_3588_en,3588,"No one is vandalizing assholes, so get it straight!!!","No one is vandalizing, so get it straight",en,0,1.0,1.0,1.0,1
ZhongyuLuo_3589_en,3589,"DUDE CALM THE FUCK DOWN!!!
",DUDE CALM DOWN,en,1,1.0,1.0,0.5,0
ZhongyuLuo_3591_en,3591,"Some jackass vandalized the article again, can someone fix it?","Someone vandalized the article again, can someone fix it?",en,1,1.0,1.0,1.0,1
ZhongyuLuo_3594_en,3594,I'm afraid I can't verify it as his myspace account has been deleted I fucking hate you.,I'm afraid I can't verify it as his myspace account has been deleted.,en,0,1.0,0.5,1.0,1
ZhongyuLuo_3599_en,3599,He deserves every beating and rape he will be subjected to.,He deserves every beating and rape he will be subjected to,en,1,0.5,0.0,0.0,1
ZhongyuLuo_2430_de,2430,Und wieso wurde dieses etwas nicht Zwangsverheiratet...?,"Möge Gott verfluchen, ihr Erfinder. Ich meine, das tun sie nicht",de,0,0.0,0.5,0.5,1
ZhongyuLuo_2434_de,2434,"Gauland hat recht !! Was hat eine aus der Ziegenrasse in Deutschland,im Besonderen in 🇩🇪er Politik zu suchen? Nichts ! Fakt !","Ich habe dich mit einem Schlag abgeschossen und den Sensor verlassen, also ist diese Panik passiert?",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2442_de,2442,"diese KRANKE Person 💩 Göhring-Eckhardt 💩 kann zurück in ihre Heimat, der ⚠ #DDR ! ⚠","Ein Land, das iranischen Magiern erlaubt, auf seinem Land zu leben, ist in großer Gefahr, weil",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2447_de,2447,"#Barcelona &amp; wo bleiben jetzt die #MSM-Artikel gegen Polit-Arschlöcher, die NICHT den MUSLIMISCHEN #Terror klar benennen?","Sie feierte mit ihnen, Hakam, möge Gott deine Mutter verfluchen",de,0,0.0,0.5,0.5,1
ZhongyuLuo_2456_de,2456,also die #fasnacht in diesem #jahr geht in die geschichtsbücher ein - soviele #Rapefugees wie noch nie :( gehören alle kastriert,"Hoffentlich wird er bald anfangen, „Halvar“ zu singen",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2462_de,2462,wo ist den Ober-Bastard Voßkuhle?,"Wie korrupt du bist. Ist das ein Stadion, in dem Spieler um Geld spielen?",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2469_de,2469,EU und dieses Schland mischen sich wieder MIT VERLOGENEN DARSTELLUNGEN in die Innenpolitik Polens ein > DAS GEHT IHNEN EINEN SCHEISSDRECK AN,Ich muss den Stammbaum nicht mit einem Samen zeichnen,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2480_de,2480,ja man deine fresse 😅 viel glück bei den Frauen 👍,"Wie lebte Assads Syrien? Sie haben die Syrer getötet, das Land zerstört und",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2492_de,2492,OMG.....was für eine ekelhaft häßliche Frau..dieses Gesicht nur auf dem Boden einer Mülltonne zu gebrauchen...!,"Wie hast du versagt? Was war erforderlich, um erfolgreich zu sein? Möge Gott mit dir sein",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2522_de,2522,"Im Grunde ist es fast psychopathisch, wie Trump ständig überprüft wird. Habt ihr Säcke. auch schon seinen Stuhlgang überprüft?","Der Besitzer des Arbeitszimmers ist dick, und er ist nicht dünn, er lügt",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2531_de,2531,#Pegida hat alles vorausgesagt für Europa!. IslamTerror in Madrid. 13 Tote. Weitere werden folgen ihr deutschen Politidioten,"Ich komme mit meiner Rolle nicht zurecht, es ist alles falsch.",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2533_de,2533,"Intergrierte werden Abgeschobenen und Nafris und die Neger dürfen bleiben ,siehe Geschehniss in Nürnberg!","Und du hast es deinem Bruder gesagt, er ist keine Kuh wie du, hah",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2536_de,2536,"Wenn ich nachdenke,ist es schon erniedrigend im ""Lobbyisten.Babel"" Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜","Wie falsch war es für diesen Kerl, sich zu entscheiden, ein Geschäft zu eröffnen, bevor der Verkauf von Gras legal war?",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2540_de,2540,Solche Idioten von Moderatoren gibt es in D gleich mehrere! 😛🖕👎,Wie immer ist Zabayel an der Reihe,de,0,1.0,1.0,1.0,1
ZhongyuLuo_2549_de,2549,"Danach fragt doch niemand, auch nicht, wenn Fettbacke behauptet, die Türken hätten Deutschland wiederaufgebaut.","Verfluche deine Mutter, Schiedsrichter, ich schwöre bei Gott, es ist eine Schande, wer auch immer geht",de,0,0.0,1.0,0.5,0
ZhongyuLuo_2554_de,2554,..wurdest Du Luder Du nicht mit Rede.-und Schreibverbot belegt ..?. Berlin Berlin....Migranten überall...im Rathaus und auf Straßen...ne richtige Kanackenstadt geworden..oder heißt es Kanackenstaat..,"Verfluche deinen Vater. Wir hoffen, dass es Ihnen gut geht und dass niemandem etwas passiert",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2558_de,2558,Merkel und ihre devoten Schleimer und Kriecher haben es geschafft!Ein Sklavenstaat!,"Die Türken sind gegen Balhas Willen dort, und wenn",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2576_de,2576,Seehofer ist eine bayrische Oberpfeife....er hatte nur kurz seine Momente wurde aber schleunigst zurechtgestutzt...😃. Als Beweis dafür trägt er sein Haar jetzt auch kürzer ....😃,"Kein russischer Polizist, Sie sind sechzig Jahre alt",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2583_de,2583,"glauben sie mir , die meisten die hier ihre hass Kommentare abgeben sind hartz4 Schmarotzer :) habe so meine Erfahrung mit euch daitchen Dummschwätzer","Dies stellt für die Gruppe kein Problem dar, da es sich bei allen um Saeed handelt",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2586_de,2586,"Gabriel, Du armseliges Würstel, was bist Du für ein hinterhältiger. Geselle. Versuche nicht, Frau Dr. Merkel anzupissen. Geh scheißen.","Sie haben keine Stimme bei Diebstahl. Sie fragen, was Ihr Problem ist und verschwinden dann ohne",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2588_de,2588,Das Auswärtige Amt scheisst auf die Menschenwürde und auf Art.6 GG !!! Übrigens geführt von der SPD !!!,"Das ist es, es ist klar, dass der Schiedsrichter Ibn al-Zanou",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2603_de,2603,Auswahl wohl eher Dschungelcamp Niveau...D Promis😂😂. Maybrit ist schon eine treue Polittusse...alle so richtige Zuchtstuten bei ARD-ZDF...!,Dann waren sie plötzlich alle Sa'ida,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2607_de,2607,Genau. Die Froschfresser haben nichts gelernt! Ihr Untergang ist selbstverschuldet.,"Leute, die Heblan-Liga ist der Garant für die Liga. Kämpfen Sie um Champions als",de,0,1.0,1.0,0.5,0
ZhongyuLuo_2614_de,2614,"Hetze der öffentlich- rechtlichen gegen Trump, zum kotzen diese verlogenen Vasallen Merkels!!!","Möge Gott Sie dafür verfluchen, dass Sie Tunesien jahrelang verloren haben und uns in Ihrem Unsinn ertränkt haben",de,0,0.0,0.5,0.5,1
ZhongyuLuo_2622_de,2622,Die Kanackenweiber sind die schlimmsten....,"Oh Onkel, dieser Mann ist unwissend",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2633_de,2633,"seit ihr so naiv, oder tut ihr nur so dumm?????? 🎩🌹",Ich habe nicht für einen Lügner gestimmt,de,0,1.0,1.0,1.0,1
ZhongyuLuo_2636_de,2636,"Hey Leute, wir haben so lange die Warzentusse ertragen...das mit dem Kleinwüchsigem kriegen wir auch hin...","Du weißt, dass du das Spiel siehst und ich necke dich",de,0,1.0,1.0,0.5,0
ZhongyuLuo_2646_de,2646,Am besten zum Bau eines Gefängnisses für Asylanten-Verbrecher!,"Ähm, sehr schön, zwei Menschen stehen zusammen",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2647_de,2647,Damit die USA ihr dreckiges Fracking Gas mit Schweröl betriebenen Frachtern nach Dummland verkaufen ! Wer hätte nun die Vorteile ? Herr schick Hirn !!!,Dafür hat die Polizei keine Zeit.,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2649_de,2649,Unterschlagung-Presse!Warum müsse wir diesen öffentlich rechtlichen Vollpfosten-Sender Zwangsabgaben zahlen.Freiheit in der Senderwahl!!!!!!!‘,"* Ich habe nicht die Energie, mit irgendjemandem zu streiten * - Du hast Recht -",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2664_de,2664,Für den zensierten Scheiss auch noch mehr bezahlen? So eine Unverschämtheit.Freie Senderwahl ich bezahl nur die Sender die ich sehen will.,"Einer von uns, der zu spät zur Arbeit kam, hatte Kontakt zu einem Verdachtsfall",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2665_de,2665,"Schwachköpfe lassen keine Gelegenheit aus, um sich in die Öffentlichkeit zu drängen. 0 zw. den Ohren😜",Wie wollen Sie es durch mehr Normalisierung mit dem Zionismus und Segen dafür befreien?,de,0,1.0,1.0,0.5,0
ZhongyuLuo_2669_de,2669,"Solange Stasi-Merkel geduldet wird, wird in ganz Deutschland NIE etwas ""klappen""!","Wow, reden wir über einen ignoranten Kommentar.",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2672_de,2672,Freue mich wenn solche Abschaum von Grünen Idioten im Herbst verschwinde!,"Sie werden ihn als kindisch betrachten, der mit Vorsicht behandelt werden sollte.",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2706_de,2706,Dieses heuchlerische Weib ! Angela Merkel ist für mich die personifizierte Straftat ! Aber Islamkritiker gehen in den Knast !,"Das Argument, das ich hier lese, lässt mich den Kopf schütteln",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2711_de,2711,"#maischberger Fratscher:Geld für Migranten als Investition.Bis dahin weiterhin #rapefugees , #Islamisierung und #IS Terroristen. #abmerkeln","Verfluche deine Mutter, Conti, schon beim ersten Download",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2713_de,2713,"Man sollte grundsätzlich nur Schweinefleisch an das Migrantenpack ausgeben. Sollten diese das zurückweisen, könnten sie ja in den zahlreichen Kanalisationen Ratten fangen und verzehren.",Deshalb nennt man es Intelligenz,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2717_de,2717,"bei so vielen verschwulten Entscheidungen, fragt man sich doch ""wer hat den Verfassungsrichtern ins Hinr geschissen?"" #voßkuhleScheisskule","Möchten Sie, dass ich Sie an das erinnere, was ich damals zu Ihnen gesagt habe?",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2719_de,2719,"Der Weg zum Erfolg führt in der CDU durch Merkels Ar***, Hirn braucht man nicht, Bsp. Altmaiers letzte ""Wahl-Äußerung"" > dieser Vollpfosten😜","Leider ist er unehrlich und spielt mit ihnen, und sein Leben nach dem Tod ist ein Sofa",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2723_de,2723,WO SOLL DAS ENDEN ??? WENN MAN SO VIEL HASS UND WUT ERZEUGT WIE DIESES FRETTCHEN VON DER SED-STASI-SEKTE CDU/CSU/LINKE/ROTE/GRÜNE ????,"Sei nicht naiv, Saad. Wenn es im Rückspiel wäre, Barcelona",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2732_de,2732,"In allen Medien Merkels ""Flüchtlingspropaganda"", zum kot***, nichts über  unsere BILDdung, Kinderarmut usw. also ""Dreck vor d. eigenen Tür""😜",Wann kommt für diese Menschen die nahe Zukunft?,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2763_de,2763,"SPD - SCHANDMÄULER, PÄDOPHILE UND DUMMKÖPFE. oder eben. SCHEINHEILGSTE PARTEI DEUTSCHLANDS !!!. Aus welcher Partei stammt Steinmeier ???","Sag ihnen allen, sie sollen es im Kopf behalten.",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2772_de,2772,Frau Barley war mit ihrem dummdreisten überheblichen Grinsen wirklich nicht zu ertragen.,"Möge Gott deinen Vater verfluchen, Team. Ein Spieler erhält vom Flügel, nimmt den",de,0,1.0,1.0,0.5,0
ZhongyuLuo_2773_de,2773,"Jänicke möchte keine Windräder im Wald aber ohne genügend Abstand vor den Häusern der Landbewohner und das nur, damit er seine scheiß E-Karre laden kann. 🙄","Okay, okay, ich werde dich nicht drängen.",de,0,1.0,1.0,1.0,1
ZhongyuLuo_2777_de,2777,60 % sind geklaut von uns ich hasse dieses Bauern auch,"Du willst die Bewohner ausplündern, Gottes Fluch ruhe auf dir",de,0,1.0,0.5,0.5,1
ZhongyuLuo_2779_de,2779,ist mit Sicherheit keine besonders helle Leuchte auf Deutschlands Talk-Show-Torte aber seine stümperhafte Zusammenstellung der Gäste wurde dann noch durch seine dillettantische Moderation übertroffen. Au weia war das schlecht.,Friede sei mit dir und wünsche dir einen gesegneten Freitag.,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2780_de,2780,Ist es noch ein Verfassungsgericht oder ist es schon ein Verarschungsgericht? #DrittesGeschlecht,Ich muss nicht jedes Wort erwähnen,de,0,1.0,1.0,1.0,1
ZhongyuLuo_2785_de,2785,"Was für Schlawacken hat unsere Regierung aufgenommen,aus Höhlen importiert und jetzt Sterneküche verpflegt genießen wollen!",Er ist ungewöhnlich für einen Demokraten.,de,0,1.0,0.5,1.0,1
ZhongyuLuo_2799_de,2799,In Deutschland wird wieder hartes Klopapier eingeführt.. Damit auch der letzte Arsch Rot wird. #spd #linke,Die Araber rückten vor und blieben böse.,de,0,0.0,1.0,0.5,0
ZhongyuLuo_2800_de,2800,#cdu kapiert es nicht! Alle in europa ausser cdu von #merkel wollen keine #asylanten. sichert die aussengrenze oder EU und merkel sind tot,"Sind es nicht dieselben, die Erdogan nach Libyen geschickt hat? Und sind sie es nicht?",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2806_de,2806,"Die Schulden der Griechen soll der deutsche Steuerzahler übernehmen,. denkt Martin Schulz. Jagt ihn davon, den schulischen Versager.","Iss einfach Stroh, Lahji",de,0,1.0,0.5,1.0,1
ZhongyuLuo_2808_de,2808,Bei Familienfragen kennt sich die Alte bestens aus.... Wenn wir schon familienfreundlich handeln wollen gibt es bessere Lösungen:. Keine Einreise für Alleinstehende..!,"Ich hoffe, du stirbst, ich werde dich töten.",de,0,0.0,0.5,0.0,1
ZhongyuLuo_2811_de,2811,Dann bleib am besten dort du linker Heuchler!,"Du hast schlechte Worte gesagt, was kann ich als nächstes in einer anderen Beschreibung sagen?",de,0,1.0,1.0,0.5,0
ZhongyuLuo_2814_de,2814,#Invasion #Fakt Das kulturell inkompatible #Gesindel versucht in verbrecherischer Art &amp; Weise die deutschen Wahlen zu beeinflussen!,"Deine Mutter zu verfluchen, nicht auf der Grundlage des Kleiderfressens, wie war es bei ihm",de,0,1.0,0.5,0.5,1
